,indicator,result
679,EMA800 / EMA1600,-0.7389999999999999
680,EMA800 / EMA1700,-1.006
681,EMA800 / EMA1800,-0.954
682,EMA800 / EMA1900,-0.169
683,EMA800 / EMA2000,-1.7689999999999997
684,EMA800 / EMA2100,-0.7969999999999999
685,EMA800 / EMA2200,-3.52
686,EMA800 / EMA2300,-4.095
687,EMA800 / EMA2400,-1.153
688,EMA800 / EMA2500,-1.3099999999999998
689,EMA800 / EMA2600,-1.216
690,EMA800 / EMA2700,-1.524
691,EMA800 / EMA2800,-1.3359999999999999
692,EMA800 / EMA2900,-1.194
693,EMA800 / EMA3000,-0.7869999999999999
694,EMA800 / EMA3100,-1.113
695,EMA800 / EMA3200,-1.277
696,EMA800 / EMA3300,-1.286
697,EMA800 / EMA3400,-0.95
698,EMA800 / EMA3500,-1.944
699,EMA800 / EMA3600,-1.5470000000000002
700,EMA800 / EMA3700,-1.829
701,EMA800 / EMA3800,-2.062
702,EMA800 / EMA3900,-2.519
703,EMA800 / EMA4000,-2.4450000000000003
704,EMA800 / EMA4100,-3.018
705,EMA800 / EMA4200,-3.186
706,EMA800 / EMA4300,-3.873
707,EMA800 / EMA4400,-3.3389999999999995
708,EMA800 / EMA4500,-3.38
709,EMA800 / EMA4600,-4.851
710,EMA800 / EMA4700,-3.242
711,EMA800 / EMA4800,-3.267
712,EMA800 / EMA4900,-3.3569999999999998
713,EMA800 / EMA5000,-2.867
714,EMA800 / EMA5100,-3.205
715,EMA800 / EMA5200,-2.558
716,EMA800 / EMA5300,-2.2560000000000002
717,EMA800 / EMA5400,-2.239
718,EMA800 / EMA5500,-2.4539999999999997
719,EMA800 / EMA5600,-2.675
720,EMA800 / EMA5700,-3.156
721,EMA800 / EMA5800,-2.7729999999999997
722,EMA800 / EMA5900,-2.88
723,EMA800 / EMA6000,-3.715
724,EMA800 / EMA6100,-3.592
725,EMA800 / EMA6200,-3.8680000000000003
726,EMA800 / EMA6300,-3.896
727,EMA800 / EMA6400,-3.762
728,EMA800 / EMA6500,-3.617
729,EMA800 / EMA6600,-4.167
730,EMA800 / EMA6700,-3.9539999999999997
731,EMA800 / EMA6800,-3.982
732,EMA800 / EMA6900,-4.258
733,EMA800 / EMA7000,-4.793
734,EMA800 / EMA7100,-4.392
735,EMA800 / EMA7200,-5.536
736,EMA800 / EMA7300,-6.01
737,EMA800 / EMA7400,-5.864
738,EMA800 / EMA7500,-6.022
739,EMA800 / EMA7600,-5.469
740,EMA800 / EMA7700,-4.523
741,EMA800 / EMA7800,-4.189
742,EMA800 / EMA7900,-4.433
743,EMA800 / EMA8000,-4.446
744,EMA800 / EMA8100,-3.259
745,EMA800 / EMA8200,-4.432
746,EMA800 / EMA8300,-4.553
747,EMA800 / EMA8400,-4.717
748,EMA800 / EMA8500,-4.992
749,EMA800 / EMA8600,-3.8819999999999997
750,EMA800 / EMA8700,-3.686
751,EMA800 / EMA8800,-3.778
752,EMA800 / EMA8900,-3.4690000000000003
753,EMA800 / EMA9000,-4.142
754,EMA800 / EMA9100,-3.825
755,EMA800 / EMA9200,-3.8419999999999996
756,EMA800 / EMA9300,-3.5149999999999997
757,EMA800 / EMA9400,-3.252
758,EMA800 / EMA9500,-3.477
759,EMA800 / EMA9600,-3.232
760,EMA800 / EMA9700,0.0
761,EMA800 / EMA9800,0.0
762,EMA800 / EMA9900,0.0
763,EMA800 / EMA10000,0.0
764,EMA900 / EMA1000,0.2869999999999999
765,EMA900 / EMA1100,0.5750000000000002
766,EMA900 / EMA1200,-0.05700000000000005
767,EMA900 / EMA1300,-2.8140000000000005
768,EMA900 / EMA1400,-0.19800000000000006
769,EMA900 / EMA1500,0.029999999999999805
770,EMA900 / EMA1600,-1.213
771,EMA900 / EMA1700,-0.5569999999999999
772,EMA900 / EMA1800,-0.9530000000000001
773,EMA900 / EMA1900,-1.4240000000000002
774,EMA900 / EMA2000,-1.0250000000000001
775,EMA900 / EMA2100,-3.097
776,EMA900 / EMA2200,-1.05
777,EMA900 / EMA2300,-1.344
778,EMA900 / EMA2400,-1.3769999999999998
779,EMA900 / EMA2500,-0.754
780,EMA900 / EMA2600,-0.951
781,EMA900 / EMA2700,-1.348
782,EMA900 / EMA2800,-1.326
783,EMA900 / EMA2900,-1.332
784,EMA900 / EMA3000,-1.464
785,EMA900 / EMA3100,-1.4949999999999999
786,EMA900 / EMA3200,-1.474
787,EMA900 / EMA3300,-2.311
788,EMA900 / EMA3400,-1.9100000000000001
789,EMA900 / EMA3500,-2.123
790,EMA900 / EMA3600,-2.376
791,EMA900 / EMA3700,-2.2350000000000003
792,EMA900 / EMA3800,-2.182
793,EMA900 / EMA3900,-2.588
794,EMA900 / EMA4000,-3.4189999999999996
795,EMA900 / EMA4100,-3.583
796,EMA900 / EMA4200,-3.097
797,EMA900 / EMA4300,-3.661
798,EMA900 / EMA4400,-3.9059999999999997
799,EMA900 / EMA4500,-4.565
800,EMA900 / EMA4600,-4.273
801,EMA900 / EMA4700,-3.035
802,EMA900 / EMA4800,-3.766
803,EMA900 / EMA4900,-2.5540000000000003
804,EMA900 / EMA5000,-2.476
805,EMA900 / EMA5100,-2.612
806,EMA900 / EMA5200,-2.427
807,EMA900 / EMA5300,-2.6020000000000003
808,EMA900 / EMA5400,-2.237
809,EMA900 / EMA5500,-2.268
810,EMA900 / EMA5600,-2.601
811,EMA900 / EMA5700,-2.75
812,EMA900 / EMA5800,-3.544
813,EMA900 / EMA5900,-3.7990000000000004
814,EMA900 / EMA6000,-3.947
815,EMA900 / EMA6100,-3.8760000000000003
816,EMA900 / EMA6200,-4.316
817,EMA900 / EMA6300,-4.356
818,EMA900 / EMA6400,-4.38
819,EMA900 / EMA6500,-4.218
820,EMA900 / EMA6600,-4.09
821,EMA900 / EMA6700,-4.412
822,EMA900 / EMA6800,-4.849
823,EMA900 / EMA6900,-5.479
824,EMA900 / EMA7000,-5.9079999999999995
825,EMA900 / EMA7100,-5.484
826,EMA900 / EMA7200,-5.6419999999999995
827,EMA900 / EMA7300,-5.536
828,EMA900 / EMA7400,-5.734
829,EMA900 / EMA7500,-5.1579999999999995
830,EMA900 / EMA7600,-4.829000000000001
831,EMA900 / EMA7700,-4.3759999999999994
832,EMA900 / EMA7800,-4.705
833,EMA900 / EMA7900,-3.497
834,EMA900 / EMA8000,-4.47
835,EMA900 / EMA8100,-4.094
836,EMA900 / EMA8200,-4.409
837,EMA900 / EMA8300,-3.613
838,EMA900 / EMA8400,-3.319
839,EMA900 / EMA8500,-3.6109999999999998
840,EMA900 / EMA8600,-3.9290000000000003
841,EMA900 / EMA8700,-3.667
842,EMA900 / EMA8800,-3.4560000000000004
843,EMA900 / EMA8900,-3.202
844,EMA900 / EMA9000,-3.4370000000000003
845,EMA900 / EMA9100,-2.699
846,EMA900 / EMA9200,0.0
847,EMA900 / EMA9300,0.0
848,EMA900 / EMA9400,0.0
849,EMA900 / EMA9500,0.0
850,EMA900 / EMA9600,0.0
851,EMA900 / EMA9700,0.0
852,EMA900 / EMA9800,0.0
853,EMA900 / EMA9900,0.0
854,EMA900 / EMA10000,0.0
855,EMA1000 / EMA1100,-0.548
856,EMA1000 / EMA1200,-2.619
857,EMA1000 / EMA1300,0.04399999999999993
858,EMA1000 / EMA1400,-0.44500000000000006
859,EMA1000 / EMA1500,-0.582
860,EMA1000 / EMA1600,-1.7079999999999997
861,EMA1000 / EMA1700,-1.485
862,EMA1000 / EMA1800,-0.69
863,EMA1000 / EMA1900,-2.8609999999999998
864,EMA1000 / EMA2000,-2.05
865,EMA1000 / EMA2100,-1.025
866,EMA1000 / EMA2200,-1.121
867,EMA1000 / EMA2300,-1.476
868,EMA1000 / EMA2400,-1.538
869,EMA1000 / EMA2500,-1.024
870,EMA1000 / EMA2600,-1.0090000000000001
871,EMA1000 / EMA2700,-0.9500000000000001
872,EMA1000 / EMA2800,-1.158
873,EMA1000 / EMA2900,-1.514
874,EMA1000 / EMA3000,-1.6030000000000002
875,EMA1000 / EMA3100,-1.706
876,EMA1000 / EMA3200,-2.144
877,EMA1000 / EMA3300,-2.088
878,EMA1000 / EMA3400,-2.278
879,EMA1000 / EMA3500,-2.4299999999999997
880,EMA1000 / EMA3600,-2.336
881,EMA1000 / EMA3700,-2.5629999999999997
882,EMA1000 / EMA3800,-3.7910000000000004
883,EMA1000 / EMA3900,-3.7960000000000003
884,EMA1000 / EMA4000,-3.505
885,EMA1000 / EMA4100,-3.255
886,EMA1000 / EMA4200,-3.638
887,EMA1000 / EMA4300,-3.816
888,EMA1000 / EMA4400,-3.338
889,EMA1000 / EMA4500,-3.375
890,EMA1000 / EMA4600,-3.218
891,EMA1000 / EMA4700,-3.873
892,EMA1000 / EMA4800,-3.38
893,EMA1000 / EMA4900,-2.4000000000000004
894,EMA1000 / EMA5000,-2.958
895,EMA1000 / EMA5100,-2.043
896,EMA1000 / EMA5200,-2.7030000000000003
897,EMA1000 / EMA5300,-2.7560000000000002
898,EMA1000 / EMA5400,-2.9130000000000003
899,EMA1000 / EMA5500,-2.718
900,EMA1000 / EMA5600,-3.324
901,EMA1000 / EMA5700,-3.5789999999999997
902,EMA1000 / EMA5800,-3.841
903,EMA1000 / EMA5900,-4.487
904,EMA1000 / EMA6000,-4.246
905,EMA1000 / EMA6100,-4.050000000000001
906,EMA1000 / EMA6200,-4.663
907,EMA1000 / EMA6300,-4.854
908,EMA1000 / EMA6400,-5.198
909,EMA1000 / EMA6500,-5.168
910,EMA1000 / EMA6600,-5.936
911,EMA1000 / EMA6700,-5.492
912,EMA1000 / EMA6800,-5.335
913,EMA1000 / EMA6900,-5.164
914,EMA1000 / EMA7000,-5.103
915,EMA1000 / EMA7100,-5.791
916,EMA1000 / EMA7200,-5.441
917,EMA1000 / EMA7300,-5.67
918,EMA1000 / EMA7400,-4.849
919,EMA1000 / EMA7500,-4.055
920,EMA1000 / EMA7600,-4.508
921,EMA1000 / EMA7700,-3.205
922,EMA1000 / EMA7800,-3.422
923,EMA1000 / EMA7900,-4.2010000000000005
924,EMA1000 / EMA8000,-3.739
925,EMA1000 / EMA8100,-3.6399999999999997
926,EMA1000 / EMA8200,-3.6260000000000003
927,EMA1000 / EMA8300,-3.572
928,EMA1000 / EMA8400,-3.9960000000000004
929,EMA1000 / EMA8500,-3.288
930,EMA1000 / EMA8600,0.0
931,EMA1000 / EMA8700,0.0
932,EMA1000 / EMA8800,0.0
933,EMA1000 / EMA8900,0.0
934,EMA1000 / EMA9000,0.0
935,EMA1000 / EMA9100,0.0
936,EMA1000 / EMA9200,0.0
937,EMA1000 / EMA9300,0.0
938,EMA1000 / EMA9400,0.0
939,EMA1000 / EMA9500,0.0
940,EMA1000 / EMA9600,0.0
941,EMA1000 / EMA9700,0.0
942,EMA1000 / EMA9800,0.0
943,EMA1000 / EMA9900,0.0
944,EMA1000 / EMA10000,0.0
945,EMA1100 / EMA1200,-0.7060000000000001
946,EMA1100 / EMA1300,-0.5139999999999998
947,EMA1100 / EMA1400,-0.467
948,EMA1100 / EMA1500,-0.45699999999999996
949,EMA1100 / EMA1600,-1.423
950,EMA1100 / EMA1700,-0.867
951,EMA1100 / EMA1800,-3.4320000000000004
952,EMA1100 / EMA1900,-1.3410000000000002
953,EMA1100 / EMA2000,-1.424
954,EMA1100 / EMA2100,-1.597
955,EMA1100 / EMA2200,-0.9299999999999999
956,EMA1100 / EMA2300,-1.428
957,EMA1100 / EMA2400,-1.557
958,EMA1100 / EMA2500,-1.645
959,EMA1100 / EMA2600,-1.8110000000000002
960,EMA1100 / EMA2700,-2.1959999999999997
961,EMA1100 / EMA2800,-2.41
962,EMA1100 / EMA2900,-2.271
963,EMA1100 / EMA3000,-2.747
964,EMA1100 / EMA3100,-2.871
965,EMA1100 / EMA3200,-3.073
966,EMA1100 / EMA3300,-3.795
967,EMA1100 / EMA3400,-3.716
968,EMA1100 / EMA3500,-3.811
969,EMA1100 / EMA3600,-4.143
970,EMA1100 / EMA3700,-3.732
971,EMA1100 / EMA3800,-3.9320000000000004
972,EMA1100 / EMA3900,-3.665
973,EMA1100 / EMA4000,-3.432
974,EMA1100 / EMA4100,-3.9059999999999997
975,EMA1100 / EMA4200,-3.493
976,EMA1100 / EMA4300,-3.0410000000000004
977,EMA1100 / EMA4400,-3.048
978,EMA1100 / EMA4500,-3.091
979,EMA1100 / EMA4600,-3.186
980,EMA1100 / EMA4700,-2.976
981,EMA1100 / EMA4800,-3.149
982,EMA1100 / EMA4900,-2.927
983,EMA1100 / EMA5000,-2.685
984,EMA1100 / EMA5100,-2.51
985,EMA1100 / EMA5200,-2.827
986,EMA1100 / EMA5300,-3.5709999999999997
987,EMA1100 / EMA5400,-4.066
988,EMA1100 / EMA5500,-3.5540000000000003
989,EMA1100 / EMA5600,-3.646
990,EMA1100 / EMA5700,-3.846
991,EMA1100 / EMA5800,-4.242
992,EMA1100 / EMA5900,-4.5489999999999995
993,EMA1100 / EMA6000,-4.871
994,EMA1100 / EMA6100,-5.385
995,EMA1100 / EMA6200,-5.74
996,EMA1100 / EMA6300,-5.945
997,EMA1100 / EMA6400,-5.537
998,EMA1100 / EMA6500,-5.025
999,EMA1100 / EMA6600,-5.086
1000,EMA1100 / EMA6700,-5.58
1001,EMA1100 / EMA6800,-5.402
1002,EMA1100 / EMA6900,-5.644
1003,EMA1100 / EMA7000,-5.505
1004,EMA1100 / EMA7100,-5.04
1005,EMA1100 / EMA7200,-4.043
1006,EMA1100 / EMA7300,-3.778
1007,EMA1100 / EMA7400,-3.984
1008,EMA1100 / EMA7500,-3.322
1009,EMA1100 / EMA7600,-4.1
1010,EMA1100 / EMA7700,-3.301
1011,EMA1100 / EMA7800,-3.585
1012,EMA1100 / EMA7900,-3.576
1013,EMA1100 / EMA8000,-3.013
1014,EMA1100 / EMA8100,0.0
1015,EMA1100 / EMA8200,0.0
1016,EMA1100 / EMA8300,0.0
1017,EMA1100 / EMA8400,0.0
1018,EMA1100 / EMA8500,0.0
1019,EMA1100 / EMA8600,0.0
1020,EMA1100 / EMA8700,0.0
1021,EMA1100 / EMA8800,0.0
1022,EMA1100 / EMA8900,0.0
1023,EMA1100 / EMA9000,0.0
1024,EMA1100 / EMA9100,0.0
1025,EMA1100 / EMA9200,0.0
1026,EMA1100 / EMA9300,0.0
1027,EMA1100 / EMA9400,0.0
1028,EMA1100 / EMA9500,0.0
1029,EMA1100 / EMA9600,0.0
1030,EMA1100 / EMA9700,0.0
1031,EMA1100 / EMA9800,0.0
1032,EMA1100 / EMA9900,0.0
1033,EMA1100 / EMA10000,0.0
1034,EMA1200 / EMA1300,-0.78
1035,EMA1200 / EMA1400,-1.498
1036,EMA1200 / EMA1500,-0.559
1037,EMA1200 / EMA1600,-0.6339999999999999
1038,EMA1200 / EMA1700,-3.9370000000000003
1039,EMA1200 / EMA1800,-1.3940000000000001
1040,EMA1200 / EMA1900,-1.5090000000000001
1041,EMA1200 / EMA2000,-1.323
1042,EMA1200 / EMA2100,-1.8860000000000001
1043,EMA1200 / EMA2200,-1.947
1044,EMA1200 / EMA2300,-2.09
1045,EMA1200 / EMA2400,-2.32
1046,EMA1200 / EMA2500,-2.452
1047,EMA1200 / EMA2600,-2.156
1048,EMA1200 / EMA2700,-2.317
1049,EMA1200 / EMA2800,-2.833
1050,EMA1200 / EMA2900,-2.45
1051,EMA1200 / EMA3000,-2.975
1052,EMA1200 / EMA3100,-3.643
1053,EMA1200 / EMA3200,-3.416
1054,EMA1200 / EMA3300,-3.385
1055,EMA1200 / EMA3400,-4.459
1056,EMA1200 / EMA3500,-4.389
1057,EMA1200 / EMA3600,-4.897
1058,EMA1200 / EMA3700,-4.685
1059,EMA1200 / EMA3800,-4.767
1060,EMA1200 / EMA3900,-3.862
1061,EMA1200 / EMA4000,-3.628
1062,EMA1200 / EMA4100,-3.19
1063,EMA1200 / EMA4200,-3.216
1064,EMA1200 / EMA4300,-3.278
1065,EMA1200 / EMA4400,-3.2039999999999997
1066,EMA1200 / EMA4500,-2.6559999999999997
1067,EMA1200 / EMA4600,-2.6879999999999997
1068,EMA1200 / EMA4700,-2.7030000000000003
1069,EMA1200 / EMA4800,-3.0380000000000003
1070,EMA1200 / EMA4900,-3.774
1071,EMA1200 / EMA5000,-3.586
1072,EMA1200 / EMA5100,-4.269
1073,EMA1200 / EMA5200,-3.4139999999999997
1074,EMA1200 / EMA5300,-4.522
1075,EMA1200 / EMA5400,-4.035
1076,EMA1200 / EMA5500,-3.823
1077,EMA1200 / EMA5600,-4.052
1078,EMA1200 / EMA5700,-4.634
1079,EMA1200 / EMA5800,-5.573
1080,EMA1200 / EMA5900,-5.788
1081,EMA1200 / EMA6000,-5.385
1082,EMA1200 / EMA6100,-5.766
1083,EMA1200 / EMA6200,-5.71
1084,EMA1200 / EMA6300,-5.453
1085,EMA1200 / EMA6400,-5.13
1086,EMA1200 / EMA6500,-5.385
1087,EMA1200 / EMA6600,-5.643
1088,EMA1200 / EMA6700,-3.396
1089,EMA1200 / EMA6800,-4.687
1090,EMA1200 / EMA6900,-4.757
1091,EMA1200 / EMA7000,-3.795
1092,EMA1200 / EMA7100,-3.575
1093,EMA1200 / EMA7200,-3.884
1094,EMA1200 / EMA7300,-3.846
1095,EMA1200 / EMA7400,-2.8529999999999998
1096,EMA1200 / EMA7500,-4.106
1097,EMA1200 / EMA7600,-3.021
1098,EMA1200 / EMA7700,0.0
1099,EMA1200 / EMA7800,0.0
1100,EMA1200 / EMA7900,0.0
1101,EMA1200 / EMA8000,0.0
1102,EMA1200 / EMA8100,0.0
1103,EMA1200 / EMA8200,0.0
1104,EMA1200 / EMA8300,0.0
1105,EMA1200 / EMA8400,0.0
1106,EMA1200 / EMA8500,0.0
1107,EMA1200 / EMA8600,0.0
1108,EMA1200 / EMA8700,0.0
1109,EMA1200 / EMA8800,0.0
1110,EMA1200 / EMA8900,0.0
1111,EMA1200 / EMA9000,0.0
1112,EMA1200 / EMA9100,0.0
1113,EMA1200 / EMA9200,0.0
1114,EMA1200 / EMA9300,0.0
1115,EMA1200 / EMA9400,0.0
1116,EMA1200 / EMA9500,0.0
1117,EMA1200 / EMA9600,0.0
1118,EMA1200 / EMA9700,0.0
1119,EMA1200 / EMA9800,0.0
1120,EMA1200 / EMA9900,0.0
1121,EMA1200 / EMA10000,0.0
1122,EMA1300 / EMA1400,-1.01
1123,EMA1300 / EMA1500,-0.988
1124,EMA1300 / EMA1600,-3.095
1125,EMA1300 / EMA1700,-1.471
1126,EMA1300 / EMA1800,-1.184
1127,EMA1300 / EMA1900,-1.832
1128,EMA1300 / EMA2000,-2.0709999999999997
1129,EMA1300 / EMA2100,-2.4659999999999997
1130,EMA1300 / EMA2200,-2.384
1131,EMA1300 / EMA2300,-2.03
1132,EMA1300 / EMA2400,-2.1719999999999997
1133,EMA1300 / EMA2500,-4.286
1134,EMA1300 / EMA2600,-4.679
1135,EMA1300 / EMA2700,-4.171
1136,EMA1300 / EMA2800,-4.24
1137,EMA1300 / EMA2900,-4.9830000000000005
1138,EMA1300 / EMA3000,-5.577000000000001
1139,EMA1300 / EMA3100,-5.170999999999999
1140,EMA1300 / EMA3200,-5.341
1141,EMA1300 / EMA3300,-5.920999999999999
1142,EMA1300 / EMA3400,-6.639
1143,EMA1300 / EMA3500,-4.387
1144,EMA1300 / EMA3600,-4.463
1145,EMA1300 / EMA3700,-4.025
1146,EMA1300 / EMA3800,-4.434
1147,EMA1300 / EMA3900,-4.253
1148,EMA1300 / EMA4000,-4.303
1149,EMA1300 / EMA4100,-3.889
1150,EMA1300 / EMA4200,-3.2649999999999997
1151,EMA1300 / EMA4300,-3.1799999999999997
1152,EMA1300 / EMA4400,-3.294
1153,EMA1300 / EMA4500,-2.496
1154,EMA1300 / EMA4600,-2.809
1155,EMA1300 / EMA4700,-3.032
1156,EMA1300 / EMA4800,-3.681
1157,EMA1300 / EMA4900,-4.27
1158,EMA1300 / EMA5000,-3.9610000000000003
1159,EMA1300 / EMA5100,-5.16
1160,EMA1300 / EMA5200,-3.4619999999999997
1161,EMA1300 / EMA5300,-4.459
1162,EMA1300 / EMA5400,-4.943
1163,EMA1300 / EMA5500,-4.952
1164,EMA1300 / EMA5600,-5.462
1165,EMA1300 / EMA5700,-5.659000000000001
1166,EMA1300 / EMA5800,-5.207
1167,EMA1300 / EMA5900,-5.258
1168,EMA1300 / EMA6000,-6.045999999999999
1169,EMA1300 / EMA6100,-5.731999999999999
1170,EMA1300 / EMA6200,-5.257
1171,EMA1300 / EMA6300,-4.919
1172,EMA1300 / EMA6400,-4.54
1173,EMA1300 / EMA6500,-4.0
1174,EMA1300 / EMA6600,-4.638
1175,EMA1300 / EMA6700,-4.226
1176,EMA1300 / EMA6800,-3.859
1177,EMA1300 / EMA6900,-4.225
1178,EMA1300 / EMA7000,-3.816
1179,EMA1300 / EMA7100,-3.1390000000000002
1180,EMA1300 / EMA7200,-3.091
1181,EMA1300 / EMA7300,0.0
1182,EMA1300 / EMA7400,0.0
1183,EMA1300 / EMA7500,0.0
1184,EMA1300 / EMA7600,0.0
1185,EMA1300 / EMA7700,0.0
1186,EMA1300 / EMA7800,0.0
1187,EMA1300 / EMA7900,0.0
1188,EMA1300 / EMA8000,0.0
1189,EMA1300 / EMA8100,0.0
1190,EMA1300 / EMA8200,0.0
1191,EMA1300 / EMA8300,0.0
1192,EMA1300 / EMA8400,0.0
1193,EMA1300 / EMA8500,0.0
1194,EMA1300 / EMA8600,0.0
1195,EMA1300 / EMA8700,0.0
1196,EMA1300 / EMA8800,0.0
1197,EMA1300 / EMA8900,0.0
1198,EMA1300 / EMA9000,0.0
1199,EMA1300 / EMA9100,0.0
1200,EMA1300 / EMA9200,0.0
1201,EMA1300 / EMA9300,0.0
1202,EMA1300 / EMA9400,0.0
1203,EMA1300 / EMA9500,0.0
1204,EMA1300 / EMA9600,0.0
1205,EMA1300 / EMA9700,0.0
1206,EMA1300 / EMA9800,0.0
1207,EMA1300 / EMA9900,0.0
1208,EMA1300 / EMA10000,0.0
1209,EMA1400 / EMA1500,-2.262
1210,EMA1400 / EMA1600,-1.3739999999999999
1211,EMA1400 / EMA1700,-1.193
1212,EMA1400 / EMA1800,-1.831
1213,EMA1400 / EMA1900,-2.38
1214,EMA1400 / EMA2000,-2.444
1215,EMA1400 / EMA2100,-2.028
1216,EMA1400 / EMA2200,-3.603
1217,EMA1400 / EMA2300,-3.5149999999999997
1218,EMA1400 / EMA2400,-4.301
1219,EMA1400 / EMA2500,-4.892
1220,EMA1400 / EMA2600,-4.249
1221,EMA1400 / EMA2700,-4.705
1222,EMA1400 / EMA2800,-5.325
1223,EMA1400 / EMA2900,-5.256
1224,EMA1400 / EMA3000,-5.743
1225,EMA1400 / EMA3100,-6.025
1226,EMA1400 / EMA3200,-5.721
1227,EMA1400 / EMA3300,-6.347
1228,EMA1400 / EMA3400,-6.356
1229,EMA1400 / EMA3500,-5.548
1230,EMA1400 / EMA3600,-5.832
1231,EMA1400 / EMA3700,-3.6609999999999996
1232,EMA1400 / EMA3800,-3.876
1233,EMA1400 / EMA3900,-4.404
1234,EMA1400 / EMA4000,-4.143
1235,EMA1400 / EMA4100,-4.03
1236,EMA1400 / EMA4200,-3.215
1237,EMA1400 / EMA4300,-3.274
1238,EMA1400 / EMA4400,-3.365
1239,EMA1400 / EMA4500,-3.65
1240,EMA1400 / EMA4600,-3.423
1241,EMA1400 / EMA4700,-3.789
1242,EMA1400 / EMA4800,-4.242
1243,EMA1400 / EMA4900,-4.54
1244,EMA1400 / EMA5000,-4.324
1245,EMA1400 / EMA5100,-4.5
1246,EMA1400 / EMA5200,-4.618
1247,EMA1400 / EMA5300,-5.727
1248,EMA1400 / EMA5400,-5.223
1249,EMA1400 / EMA5500,-5.045
1250,EMA1400 / EMA5600,-5.356
1251,EMA1400 / EMA5700,-5.796
1252,EMA1400 / EMA5800,-5.631
1253,EMA1400 / EMA5900,-5.818
1254,EMA1400 / EMA6000,-5.071
1255,EMA1400 / EMA6100,-4.756
1256,EMA1400 / EMA6200,-4.584
1257,EMA1400 / EMA6300,-4.246
1258,EMA1400 / EMA6400,-4.726
1259,EMA1400 / EMA6500,-4.453
1260,EMA1400 / EMA6600,-3.498
1261,EMA1400 / EMA6700,-3.88
1262,EMA1400 / EMA6800,-3.589
1263,EMA1400 / EMA6900,0.0
1264,EMA1400 / EMA7000,0.0
1265,EMA1400 / EMA7100,0.0
1266,EMA1400 / EMA7200,0.0
1267,EMA1400 / EMA7300,0.0
1268,EMA1400 / EMA7400,0.0
1269,EMA1400 / EMA7500,0.0
1270,EMA1400 / EMA7600,0.0
1271,EMA1400 / EMA7700,0.0
1272,EMA1400 / EMA7800,0.0
1273,EMA1400 / EMA7900,0.0
1274,EMA1400 / EMA8000,0.0
1275,EMA1400 / EMA8100,0.0
1276,EMA1400 / EMA8200,0.0
1277,EMA1400 / EMA8300,0.0
1278,EMA1400 / EMA8400,0.0
1279,EMA1400 / EMA8500,0.0
1280,EMA1400 / EMA8600,0.0
1281,EMA1400 / EMA8700,0.0
1282,EMA1400 / EMA8800,0.0
1283,EMA1400 / EMA8900,0.0
1284,EMA1400 / EMA9000,0.0
1285,EMA1400 / EMA9100,0.0
1286,EMA1400 / EMA9200,0.0
1287,EMA1400 / EMA9300,0.0
1288,EMA1400 / EMA9400,0.0
1289,EMA1400 / EMA9500,0.0
1290,EMA1400 / EMA9600,0.0
1291,EMA1400 / EMA9700,0.0
1292,EMA1400 / EMA9800,0.0
1293,EMA1400 / EMA9900,0.0
1294,EMA1400 / EMA10000,0.0
1295,EMA1500 / EMA1600,-1.211
1296,EMA1500 / EMA1700,-1.897
1297,EMA1500 / EMA1800,-2.403
1298,EMA1500 / EMA1900,-2.231
1299,EMA1500 / EMA2000,-2.154
1300,EMA1500 / EMA2100,-3.4240000000000004
1301,EMA1500 / EMA2200,-4.2
1302,EMA1500 / EMA2300,-3.8689999999999998
1303,EMA1500 / EMA2400,-4.159000000000001
1304,EMA1500 / EMA2500,-2.894
1305,EMA1500 / EMA2600,-2.498
1306,EMA1500 / EMA2700,-2.957
1307,EMA1500 / EMA2800,-3.1500000000000004
1308,EMA1500 / EMA2900,-3.8899999999999997
1309,EMA1500 / EMA3000,-3.433
1310,EMA1500 / EMA3100,-3.923
1311,EMA1500 / EMA3200,-4.8180000000000005
1312,EMA1500 / EMA3300,-5.109999999999999
1313,EMA1500 / EMA3400,-5.4159999999999995
1314,EMA1500 / EMA3500,-5.454000000000001
1315,EMA1500 / EMA3600,-5.742
1316,EMA1500 / EMA3700,-4.195
1317,EMA1500 / EMA3800,-4.099
1318,EMA1500 / EMA3900,-3.658
1319,EMA1500 / EMA4000,-4.042
1320,EMA1500 / EMA4100,-4.449999999999999
1321,EMA1500 / EMA4200,-4.051
1322,EMA1500 / EMA4300,-3.519
1323,EMA1500 / EMA4400,-3.319
1324,EMA1500 / EMA4500,-3.816
1325,EMA1500 / EMA4600,-4.111000000000001
1326,EMA1500 / EMA4700,-3.869
1327,EMA1500 / EMA4800,-4.372
1328,EMA1500 / EMA4900,-5.789
1329,EMA1500 / EMA5000,-5.22
1330,EMA1500 / EMA5100,-5.111000000000001
1331,EMA1500 / EMA5200,-5.507
1332,EMA1500 / EMA5300,-5.05
1333,EMA1500 / EMA5400,-5.379
1334,EMA1500 / EMA5500,-5.6419999999999995
1335,EMA1500 / EMA5600,-5.564
1336,EMA1500 / EMA5700,-5.3629999999999995
1337,EMA1500 / EMA5800,-5.099
1338,EMA1500 / EMA5900,-3.9640000000000004
1339,EMA1500 / EMA6000,-4.346
1340,EMA1500 / EMA6100,-4.197
1341,EMA1500 / EMA6200,-4.425000000000001
1342,EMA1500 / EMA6300,-3.963
1343,EMA1500 / EMA6400,-4.574
1344,EMA1500 / EMA6500,-3.322
